rentcafe_property_code,voyager_property_code,voyager_property_id,property_name,property_address,rentcafe_property_id
p1658473,TPA00205,6223,2911 6th Ave S,"2911 6th Ave S, St Petersburg, FL, 33712",1690330
p1658474,TPA00206,6224,11750 Lynmoor Dr,"11750 Lynmoor Dr, Riverview, FL, 33579",1690331
p1658475,TPA00207,6225,8203 Reisling Pl,"8203 Reisling Pl, Tampa, FL, 33615",1690332
p1658476,TPA00208,6226,2900 6th Ave S,"2900 6th Ave S, St Petersburg, FL, 33712",1690333
p1658477,TPA00209,6227,11714 North Blvd,"11714 North Blvd, Tampa, FL, 33612",1690334
p1658478,TPA00210,6228,2834 6th Ave S,"2834 6th Ave S, St Petersburg, FL, 33712",1690335
p1658479,TPA00211,6229,8112 Oak Trace Way Unit A,"8112 Oak Trace Way Unit A, Tampa, FL, 33634",1690336
p1658480,TPA00212,6230,11714 127th Ave,"11714 127th Ave, Largo, FL, 33778",1690337
p1658481,TPA00213,6231,803 E Baker St,"803 E Baker St, Tampa, FL, 33603",1690338
p1658482,TPA00214,6232,11704 127th Ave,"11704 127th Ave, Largo, FL, 33778",1690339
p1658483,TPA00215,6233,3811 N Arlington Ave,"3811 N Arlington Ave, Tampa, FL, 33603",1690340
p1658484,TPA00216,6234,11696 126th Ter,"11696 126th Ter, Seminole, FL, 33778",1690341
p1658485,TPA00217,6235,11685 126th Ter,"11685 126th Ter, Largo, FL, 33778",1690342
p1658486,TPA00218,6236,7602 Clovelly Park Pl,"7602 Clovelly Park Pl, Apollo Beach, FL, 33572",1690343
p1658487,TPA00219,6237,2402 E Bougainvillea Ave,"2402 E Bougainvillea Ave, Tampa, FL, 33612",1690344
p1658488,TPA00220,6238,11412 Captiva Kay Dr,"11412 Captiva Kay Dr, Riverview, FL, 33569",1690345
p1658489,TPA00221,6239,7434 Oxford Garden Cir,"7434 Oxford Garden Cir, Apollo Beach, FL, 33572",1690346
p1658490,TPA00222,6240,11407 Walker Rd,"11407 Walker Rd, Thonotosassa, FL, 33592",1690347
p1658491,TPA00223,6241,2201 Boxwood Way,"2201 Boxwood Way, Brandon, FL, 33511",1690348
p1658492,TPA00224,6242,3723 N 52nd St,"3723 N 52nd St, Tampa, FL, 33619",1690349
p1658493,TPA00225,6243,113 S Melanie Ln,"113 S Melanie Ln, Brandon, FL, 33510",1690350
p1658494,TPA00226,6244,3709 E Grove St,"3709 E Grove St, Tampa, FL, 33610",1690351
p1658495,TPA00227,6245,1920 E Paris St,"1920 E Paris St, Tampa, FL, 33610",1690352
p1658496,TPA00228,6246,11219 Rice Creek Rd,"11219 Rice Creek Rd, Riverview, FL, 33569",1690353
p1658497,TPA00229,6247,4413 Country Hills Boulevard,"4413 Country Hills Boulevard, Plant City, FL, 33563",1690354
p1658498,TPA00230,6248,3703 Coppertree Cir,"3703 Coppertree Cir, Brandon, FL, 33511",1690355
p1658499,TPA00231,6249,713 Innergary Pl,"713 Innergary Pl, Valrico, FL, 33594",1690356
p1658500,TPA00232,6250,18805 Green Park Rd,"18805 Green Park Rd, Hudson, FL, 34667",1690357
p1658501,TPA00233,6251,3624 E Idlewild Ave,"3624 E Idlewild Ave, Tampa, FL, 33610",1690358
p1658502,TPA00234,6252,11103 N 27th St,"11103 N 27th St, Tampa, FL, 33612",1690359
p1658503,TPA00235,6253,9812 N 11th St A,"9812 N 11th St A, Tampa, FL, 33612",1690360
p1658504,TPA00236,6254,711 E Crenshaw St,"711 E Crenshaw St, Tampa, FL, 33604",1690361
p1658505,TPA00237,6255,3613 Wisperbreath Ln,"3613 Wisperbreath Ln, Tampa, FL, 33619",1690362
p1658506,TPA00238,6256,1108 Lady Elaine Dr,"1108 Lady Elaine Dr, Valrico, FL, 33594",1690363
p1658507,TPA00239,6257,9812 N 11th St APT B,"9812 N 11th St APT B, Tampa, FL, 33612",1690364
p1658508,TPA00240,6258,1721 Brandon Trace Ave,"1721 Brandon Trace Ave, Brandon, FL, 33510",1690365
p1658509,TPA00241,6259,3613 Bishop Eddie Newkirk Way,"3613 Bishop Eddie Newkirk Way, Tampa, FL, 33605",1690366
p1658510,TPA00242,6260,1104 Dogwood Ave,"1104 Dogwood Ave, Tampa, FL, 33613",1690367
p1658511,TPA00243,6261,9814 N 11th St A,"9814 N 11th St A, Tampa, FL, 33612",1690368
p1658512,TPA00244,6262,703 Cristelle Jean Dr,"703 Cristelle Jean Dr, Ruskin, FL, 33570",1690369
p1658513,TPA00245,6263,1711 W Cluster Ave,"1711 W Cluster Ave, Tampa, FL, 33604",1690370
p1658514,TPA00246,6264,110 Magnolia Ave,"110 Magnolia Ave, Seffner, FL, 33584",1690371
p1658515,TPA00247,6265,9814 N 11th St B,"9814 N 11th St B, Tampa, FL, 33612",1690372
p1658516,TPA00248,6266,15735 Greyrock Dr,"15735 Greyrock Dr, Spring Hill, FL, 34610",1690373
p1658517,TPA00249,6267,3610 Wisperbreath Ln,"3610 Wisperbreath Ln, Tampa, FL, 33619",1690374
p1658518,TPA00250,6268,10908 Lantana Ave,"10908 Lantana Ave, Tampa, FL, 33612",1690375
p1658519,TPA00251,6269,1011 E 15th Ave,"1011 E 15th Ave, Tampa, FL, 33605",1690376
p1658520,TPA00252,6270,361 Dolphin Ave SE,"361 Dolphin Ave SE, St Petersburg, FL, 33705",1690377
p1658521,TPA00253,6271,239 Myrtle Court,"239 Myrtle Court, Palm Harbor, FL, 34683",1690378
p1658522,TPA00254,6272,1011 1/2 E 15th Ave,"1011 1/2 E 15th Ave, Tampa, FL, 33605",1690379
p1658523,TPA00255,6273,7020 N Dakota Ave,"7020 N Dakota Ave, Tampa, FL, 33604",1690380
p1658524,TPA00256,6274,1508 W Hamilton Ave,"1508 W Hamilton Ave, Tampa, FL, 33604",1690381
p1658525,TPA00257,6275,353 Brandywine Dr,"353 Brandywine Dr, Valrico, FL, 33594",1690382
p1658526,TPA00258,6276,10623 N 25th St,"10623 N 25th St, Tampa, FL, 33612",1690383
p1658527,TPA00259,6277,1422 E Frierson Ave,"1422 E Frierson Ave, Tampa, FL, 33603",1690384
p1658528,TPA00260,6278,3505 Kathy Ct,"3505 Kathy Ct, Lakeland, FL, 33810",1690385
p1658529,TPA00261,6279,10426 Fly Fishing St,"10426 Fly Fishing St, Riverview, FL, 33569",1690386
p1658530,TPA00262,6280,7002 W Creek Dr,"7002 W Creek Dr, Tampa, FL, 33615",1690387
p1658531,TPA00263,6281,828 E 145th Ave,"828 E 145th Ave, Tampa, FL, 33613",1690388
p1658532,TPA00264,6282,3502 Danny Bryan Blvd,"3502 Danny Bryan Blvd, Tampa, FL, 33619",1690389
p1658533,TPA00265,6283,10410 N 26th St,"10410 N 26th St, Tampa, FL, 33612",1690390
p1658534,TPA00266,6284,6904 Thrasher Dr,"6904 Thrasher Dr, Tampa, FL, 33610",1690391
p1658535,TPA00267,6285,7401 Aripeka Dr,"7401 Aripeka Dr, Tampa, FL, 33619",1690392
p1658536,TPA00268,6286,3005 Dodge St,"3005 Dodge St, Tampa, FL, 33605",1690393
p1658537,TPA00269,6287,3438 Laurel Dale Dr,"3438 Laurel Dale Dr, Tampa, FL, 33618",1690394
p1658538,TPA00270,6288,1013 57th Ave N,"1013 57th Ave N, St Petersburg, FL, 33703",1690395
p1658539,TPA00271,6289,17949 Greensboro St,"17949 Greensboro St, Spring Hill, FL, 34610",1690396
p1658540,TPA00272,6290,10437 Frog Pond Drive,"10437 Frog Pond Drive, Riverview, FL, 33569",1690397
p1658541,TPA00273,6291,6712 S Himes Ave,"6712 S Himes Ave, Tampa, FL, 33611",1690398
p1658542,TPA00274,6292,10106 Royal Acres Ct,"10106 Royal Acres Ct, Tampa, FL, 33615",1690399
p1658543,TPA00275,6293,7901 Roundelay Drive,"7901 Roundelay Drive, New Port Richey, FL, 34654",1690400
p1658544,TPA00276,6294,6706 S Wall St,"6706 S Wall St, Tampa, FL, 33616",1690401
p1658545,TPA00277,6295,10103 Tallwood Ct,"10103 Tallwood Ct, Tampa, FL, 33615",1690402
p1658546,TPA00278,6296,3407 E Hanna Ave,"3407 E Hanna Ave, Tampa, FL, 33610",1690403
p1658547,TPA00279,6297,5643 8th Avenue North,"5643 8th Avenue North, Saint Petersburg, FL, 33710",1690404
p1658548,TPA00280,6298,5631 Elena Drive,"5631 Elena Drive, Holiday, FL, 34690",1690405
p1658549,TPA00281,6299,30436 Double Drive,"30436 Double Drive, Wesley Chapel, FL, 33545",1690406
p1658550,TPA00282,6300,14024 Arbor Knoll Circle,"14024 Arbor Knoll Circle, Tampa, FL, 33625",1690407
p1658551,TPA00283,6301,2836 Cinnamon Bear Trail,"2836 Cinnamon Bear Trail, Palm Harbor, FL, 34684",1690408
p1658552,TPA00284,6302,608 Lemonwood Drive,"608 Lemonwood Drive, Oldsmar, FL, 34677",1690409
p1658553,TPA00285,6303,24921 Oakhaven Court,"24921 Oakhaven Court, Lutz, FL, 33559",1690410
p1658554,TPA00286,6304,3975 Orchard Hill Circle,"3975 Orchard Hill Circle, Palm Harbor, FL, 34684",1690411
p1658555,TPA00287,6305,5851 Dorham Place,"5851 Dorham Place, Wesley Chapel, FL, 33545",1690412
p1658556,TPA00288,6306,9514 Cypress Harbor Drive,"9514 Cypress Harbor Drive, Gibsonton, FL, 33534",1690413
p1658557,TPA00289,6307,8810 North Orangeview Avenue,"8810 North Orangeview Avenue, Tampa, FL, 33617",1690414
p1658558,TPA00290,6308,2303 Needham Drive,"2303 Needham Drive, Valrico, FL, 33596",1690415
p1658559,TPA00291,6309,915 Hillside Drive,"915 Hillside Drive, Lutz, FL, 33549",1690416
p1658560,TPA00292,6310,1191 76th Avenue North,"1191 76th Avenue North, Saint Petersburg, FL, 33702",1690417
p1658561,TPA00293,6311,737 Countryshire Ln,"737 Countryshire Ln, Palm Harbor, FL, 34683",1690418
p1658562,TPA00294,6312,17502 Willow Pond Drive,"17502 Willow Pond Drive, Lutz, FL, 33549",1690419
p1658563,TPA00295,6313,833 Vino Verde Cir,"833 Vino Verde Cir, Brandon, FL, 33511",1690420
p1658564,TPA00296,6314,2806 Bell Shoals Road,"2806 Bell Shoals Road, Brandon, FL, 33511",1690421
p1658565,TPA00297,6315,734 Sandy Creek Dr,"734 Sandy Creek Dr, Brandon, FL, 33511",1690422
p1658566,TPA00298,6316,38836 Margs Court,"38836 Margs Court, Zephyrhills, FL, 33540",1690423
p1658567,TPA00299,6317,19710 Wyndmill Circle,"19710 Wyndmill Circle, Odessa, FL, 33556",1690424
p1658568,TPA00300,6318,12003 Fruitwood Drive,"12003 Fruitwood Drive, Riverview, FL, 33569",1690425
p1658569,TPA00301,6319,912 Cape Cod Circle,"912 Cape Cod Circle, Valrico, FL, 33594",1690426
p1658570,TPA00302,6320,1207 Piney Branch Circle,"1207 Piney Branch Circle, Valrico, FL, 33594",1690427
p1658571,TPA00303,6321,42 Pinewood Circle,"42 Pinewood Circle, Safety Harbor, FL, 34695",1690428
p1658572,TPA00304,6322,4141 Dristol Ave,"4141 Dristol Ave, Spring Hill, FL, 34609",1690429
p1658573,TPA00305,6323,4305 Narvarez Way South,"4305 Narvarez Way South, Saint Petersburg, FL, 33712",1690430
p1658574,TPA00306,6324,1108 Gulf Oaks Drive,"1108 Gulf Oaks Drive, Tarpon Springs, FL, 34689",1690431
p1658575,TPA00307,6325,9612 Cardy St,"9612 Cardy St, New Port Richey, FL, 34654",1690432
p1658576,TPA00308,6326,9714 Cypress Shadow Avenue,"9714 Cypress Shadow Avenue, Tampa, FL, 33647",1690433
p1658577,TPA00309,6327,9403 N Brooks St,"9403 N Brooks St, Tampa, FL, 33612",1690434
p1658578,TPA00310,6328,9313 N 20th St,"9313 N 20th St, Tampa, FL, 33612",1690435
p1658579,TPA00311,6329,9216 W Patterson St,"9216 W Patterson St, Tampa, FL, 33615",1690436
p1658580,TPA00312,6330,702 Old Darby Street,"702 Old Darby Street, Seffner, FL, 33584",1690437
p1658581,TPA00313,6331,8719 N Brooks St,"8719 N Brooks St, Tampa, FL, 33604",1690438
p1658582,TPA00314,6332,8526 N Newport Ave,"8526 N Newport Ave, Tampa, FL, 33604",1690439
p1658583,TPA00315,6333,8505 N Huntley Ave,"8505 N Huntley Ave, Tampa, FL, 33604",1690440
p1658584,TPA00316,6334,919 E Humphrey St,"919 E Humphrey St, Tampa, FL, 33604",1690441
p1658585,TPA00317,6335,8504 N Mitchell Ave,"8504 N Mitchell Ave, Tampa, FL, 33604",1690442
p1658586,TPA00318,6336,3610 E 25th Ave,"3610 E 25th Ave, Tampa, FL, 33605",1690443
p1658587,TPA00319,6337,747 Star Pointe Dr,"747 Star Pointe Dr, Seffner, FL, 33584",1690444
p1658588,TPA00320,6338,4615 Murcross Lane,"4615 Murcross Lane, New Port Richey, FL, 34653",1690445
p1658589,TPA00321,6339,8410 N Tampa St,"8410 N Tampa St, Tampa, FL, 33604",1690446
p1658590,TPA00322,6340,8307 Klondyke St,"8307 Klondyke St, Tampa, FL, 33604",1690447
p1658591,TPA00323,6341,5437 80th Avenue Cir E,"5437 80th Avenue Cir E, Palmetto, FL, 34421",1690448
p1658592,TPA00324,6342,8104 Alpine Ave,"8104 Alpine Ave, Tampa, FL, 33619",1690449
p1658593,TPA00325,6343,7717 Downing Cir,"7717 Downing Cir, Tampa, FL, 33610",1690450
p1658594,TPA00326,6344,1016 36th St W,"1016 36th St W, Bradenton, FL, 34205",1690451
p1658595,TPA00327,6345,7408 Celeste Ln,"7408 Celeste Ln, Tampa, FL, 33619",1690452
p1658596,TPA00328,6346,7308 S Kissimmee St,"7308 S Kissimmee St, Tampa, FL, 33616",1690453
p1658597,TPA00329,6347,706 E 129th Ave,"706 E 129th Ave, Tampa, FL, 33610",1690454
p1658598,TPA00330,6348,6405 Elliot Dr,"6405 Elliot Dr, Tampa, FL, 33615",1690455
p1658599,TPA00331,6349,8415 Hawbuck Street,"8415 Hawbuck Street, New Port Richey, FL, 34655",1690456
p1658600,TPA00332,6350,5103 Murray Hill Dr,"5103 Murray Hill Dr, Tampa, FL, 33615",1690457
p1658601,TPA00333,6351,8228 127th Street,"8228 127th Street, Seminole, FL, 33776",1690458
p1658602,TPA00334,6352,20749 Great Laurel Avenue,"20749 Great Laurel Avenue, Tampa, FL, 33647",1690459
p1658603,TPA00335,6353,4842 Foxshire Cir,"4842 Foxshire Cir, Tampa, FL, 33624",1690460
p1658604,TPA00336,6354,7755 Tanglewood Drive,"7755 Tanglewood Drive, New Port Richey, FL, 34654",1690461
p1658605,TPA00337,6355,4401 N 72nd St,"4401 N 72nd St, Tampa, FL, 33610",1690462
p1658606,TPA00338,6356,7236 Darien Way,"7236 Darien Way, Clearwater, FL, 33764",1690463
p1658607,TPA00339,6357,3804 North 24th Street,"3804 North 24th Street, Tampa, FL, 33610",1690464
p1658608,TPA00340,6358,4308 E Clifton St,"4308 E Clifton St, Tampa, FL, 33610",1690465
p1658609,TPA00341,6359,22906 Fern Court,"22906 Fern Court, Land O Lakes, FL, 34639",1690466
p1658610,TPA00342,6360,4220 E Henry St,"4220 E Henry St, Tampa, FL, 33610",1690467
p1658611,TPA00343,6361,4021 E Louisiana Ave,"4021 E Louisiana Ave, Tampa, FL, 33610",1690468
p1658612,TPA00344,6362,11100 Bounty Street,"11100 Bounty Street, New Port Richey, FL, 34654",1690469
p1658613,TPA00345,6363,4011 Waring Dr,"4011 Waring Dr, Tampa, FL, 33610",1690470
p1658614,TPA00346,6364,4205 King Alfred Drive,"4205 King Alfred Drive, Tampa, FL, 33610",1690471
p1658615,TPA00347,6365,7613 Christina Lane,"7613 Christina Lane, Port Richey, FL, 34668",1690472
p1658616,TPA00348,6366,4010 E Powhattan Ave,"4010 E Powhattan Ave, Tampa, FL, 33610",1690473
p1658617,TPA00349,6367,12258 Canyon Boulevard,"12258 Canyon Boulevard, Spring Hill, FL, 34610",1690474
p1658618,TPA00350,6368,5654 Mossberg Drive,"5654 Mossberg Drive, New Port Richey, FL, 34655",1690475
p1658619,TPA00351,6369,3912 E Powhatan Ave,"3912 E Powhatan Ave, Tampa, FL, 33610",1690476
p1658620,TPA00352,6370,3710 E Ellicott St,"3710 E Ellicott St, Tampa, FL, 33610",1690477
p1658621,TPA00353,6371,1437 Piney Branch Circle,"1437 Piney Branch Circle, Valrico, FL, 33594",1690478
p1658622,TPA00354,6372,3613 N 55th St,"3613 N 55th St, Tampa, FL, 33619",1690479
p1658623,TPA00355,6373,3611 N 55th St,"3611 N 55th St, Tampa, FL, 33619",1690480
p1658624,TPA00356,6374,3603 E Louisiana Ave,"3603 E Louisiana Ave, Tampa, FL, 33610",1690481
p1658625,TPA00357,6375,3517 N 12th St,"3517 N 12th St, Tampa, FL, 33605",1690482
p1658626,TPA00358,6376,3508 E 24th Ave,"3508 E 24th Ave, Tampa, FL, 33605",1690483
p1658627,TPA00359,6377,7304 Embassy Boulevard,"7304 Embassy Boulevard, Port Richey, FL, 34668",1690484
p1658629,TPA00361,6379,6016 Kiteridge Dr,"6016 Kiteridge Dr, Lithia, FL, 33547",1690486
p1658630,TPA00362,6380,3212 E Ellicott St,"3212 E Ellicott St, Tampa, FL, 33610",1690487
p1658631,TPA00363,6381,3019 Sam Hicks Rd,"3019 Sam Hicks Rd, Plant City, FL, 33567",1690488
p1658632,TPA00364,6382,2907 E 27th Ave,"2907 E 27th Ave, Tampa, FL, 33605",1690489
p1658633,TPA00365,6383,2710 E 97th Ave,"2710 E 97th Ave, Tampa, FL, 33612",1690490
p1658634,TPA00366,6384,5945 Liddell Drive,"5945 Liddell Drive, New Port Richey, FL, 34652",1690491
p1658635,TPA00367,6385,2708 E 98th Ave,"2708 E 98th Ave, Tampa, FL, 33612",1690492
p1658636,TPA00368,6386,2620 E 29th Ave,"2620 E 29th Ave, Tampa, FL, 33605",1690493
p1658637,TPA00369,6387,2610 E Annie St,"2610 E Annie St, Tampa, FL, 33612",1690494
p1658638,TPA00370,6388,2510 E Curtis St,"2510 E Curtis St, Tampa, FL, 33610",1690495
p1658639,TPA00371,6389,2204 E 109th Ave,"2204 E 109th Ave, Tampa, FL, 33612",1690496
p1658640,TPA00372,6390,2016 E Crenshaw St,"2016 E Crenshaw St, Tampa, FL, 33610",1690497
p1658641,TPA00373,6391,4109 Marlow Loop,"4109 Marlow Loop, Land O Lakes, FL, 34639",1690498
p1658642,TPA00374,6392,2002 E Fairbanks St,"2002 E Fairbanks St, Tampa, FL, 33604",1690499
p1658643,TPA00375,6393,1806 E Wood St,"1806 E Wood St, Tampa, FL, 33604",1690500
p1658644,TPA00376,6394,1707 W Arctic,"1707 W Arctic, Tampa, FL, 33604",1690501
p1658645,TPA00377,6395,1701 E New Orleans Ave,"1701 E New Orleans Ave, Tampa, FL, 33610",1690502
p1658646,TPA00378,6396,3332 Chauncy Road,"3332 Chauncy Road, Holiday, FL, 34691",1690503
p1658647,TPA00379,6397,1602 E New Orleans Ave,"1602 E New Orleans Ave, Tampa, FL, 33610",1690504
p1658648,TPA00380,6398,1518 W Patterson St,"1518 W Patterson St, Tampa, FL, 33615",1690505
p1658649,TPA00381,6399,2217 Pinecrest Drive,"2217 Pinecrest Drive, Lutz, FL, 33549",1690506
p1658650,TPA00382,6400,1514 E Ellicott St,"1514 E Ellicott St, Tampa, FL, 33610",1690507
p1658651,TPA00383,6401,14706 Carnation Dr,"14706 Carnation Dr, Tampa, FL, 33613",1690508
p1658652,TPA00384,6402,1332 Warrington Way,"1332 Warrington Way, Tampa, FL, 33619",1690509
p1658653,TPA00385,6403,1624 Powder Ridge Drive,"1624 Powder Ridge Drive, Valrico, FL, 33594",1690510
p1658654,TPA00386,6404,1322 E Ohio St,"1322 E Ohio St, Plant City, FL, 33563",1690511
p1658655,TPA00387,6405,10336 Summerview Circle,"10336 Summerview Circle, Riverview, FL, 33578",1690512
p1658656,TPA00388,6406,1205 E Palifox St,"1205 E Palifox St, Tampa, FL, 33603",1690513
p1658657,TPA00389,6407,18428 Sterling Silver Circle,"18428 Sterling Silver Circle, Lutz, FL, 33549",1690514
p1658658,TPA00390,6408,7825 Bolam Avenue,"7825 Bolam Avenue, New Port Richey, FL, 34653",1690515
p1658659,TPA00391,6409,11704 Lincoln St,"11704 Lincoln St, Thonotosassa, FL, 33592",1690516
p1658660,TPA00392,6410,1432 Dumont Drive,"1432 Dumont Drive, Valrico, FL, 33594",1690517
p1658661,TPA00393,6411,318 Terrace Drive,"318 Terrace Drive, Brandon, FL, 33510",1690518
p1658662,TPA00394,6412,1119 Axlewood Cir,"1119 Axlewood Cir, Brandon, FL, 33511",1690519
p1658663,TPA00395,6413,3103 Summer Cruise Drive,"3103 Summer Cruise Drive, Valrico, FL, 33594",1690520
p1658664,TPA00396,6414,10922 Arden Ave,"10922 Arden Ave, Tampa, FL, 33612",1690521
p1658665,TPA00397,6415,8124 Barberry Drive,"8124 Barberry Drive, Port Richey, FL, 34668",1690522
p1658666,TPA00398,6416,28305 International Court,"28305 International Court, Wesley Chapel, FL, 33543",1690523
p1658667,TPA00399,6417,10628 N 25th St,"10628 N 25th St, Tampa, FL, 33612",1690524
p1658668,TPA00400,6418,10220 Lola St,"10220 Lola St, Tampa, FL, 33612",1690525
p1658669,TPA00401,6419,1608 Robin Lane,"1608 Robin Lane, Brandon, FL, 33510",1690526
p1658670,TPA00402,6420,6829 Bluff Meadow Court,"6829 Bluff Meadow Court, Wesley Chapel, FL, 33545",1690527
p1658671,TPA00403,6421,10219 N 26th St,"10219 N 26th St, Tampa, FL, 33612",1690528
p1658672,TPA00404,6422,2712 Manor Hill Drive,"2712 Manor Hill Drive, Brandon, FL, 33511",1690529
p1658673,TPA00405,6423,1013 E Eskimo Ave,"1013 E Eskimo Ave, Tampa, FL, 33604",1690530
p1658674,TPA00406,6424,10119 N Ola Ave,"10119 N Ola Ave, Tampa, FL, 33612",1690531
p1658675,TPA00407,6425,10110 Kingswood Ln,"10110 Kingswood Ln, Port Richey, FL, 34668",1690532
p1658676,TPA00408,6426,1004 E Lake Ave,"1004 E Lake Ave, Tampa, FL, 33605",1690533
p1658677,TPA00409,6427,10019 N 23rd St,"10019 N 23rd St, Tampa, FL, 33612",1690534
p1658678,TPA00410,6428,10010 N 29th St,"10010 N 29th St, Tampa, FL, 33612",1690535
p1658679,TPA00411,6429,6047 Country Club Road,"6047 Country Club Road, Wesley Chapel, FL, 33544",1690536
p1658680,TPA00412,6430,10004 N Altman St,"10004 N Altman St, Tampa, FL, 33612",1690537
p1658681,TPA00413,6431,3914 Bell Grande Drive,"3914 Bell Grande Drive, Valrico, FL, 33596",1690538
p1658682,TPA00414,6432,10004 N 24th St,"10004 N 24th St, Tampa, FL, 33612",1690539
p1658683,TPA00415,6433,7036 Fallbrook Ct,"7036 Fallbrook Ct, New Port Richey, FL, 34655",1690540
p1658684,TPA00416,6434,3105 Rolling Acres Place,"3105 Rolling Acres Place, Valrico, FL, 33596",1690541
p1658685,TPA00417,6435,11206 Fiddlewood Drive,"11206 Fiddlewood Drive, Riverview, FL, 33579",1690542
p1658686,TPA00418,6436,16717 Foothill Drive,"16717 Foothill Drive, Tampa, FL, 33624",1690543
p1658687,TPA00419,6437,9981 110th Street,"9981 110th Street, Seminole, FL, 33772",1690544
p1658688,TPA00420,6438,3636 Alabama Avenue Northeast,"3636 Alabama Avenue Northeast, Saint Petersburg, FL, 33703",1690545
p1658689,TPA00421,6439,250 176th Avenue East,"250 176th Avenue East, Redington Shores, FL, 33708",1690546
p1658690,TPA00422,6440,6222 Elm Sq E,"6222 Elm Sq E, Lakeland, FL, 33813",1690547
p1658691,TPA00423,6441,207 Idaho Ave,"207 Idaho Ave, Lakeland, FL, 33801",1690548
p1658692,TPA00424,6442,10821 Linda Vista Ln,"10821 Linda Vista Ln, Dade City, FL, 33525",1690549
p1658693,TPA00425,6443,702 Orchard Isle Ct,"702 Orchard Isle Ct, Valrico, FL, 33594",1690550
p1658694,TPA00426,6444,5458 Pentail Cir,"5458 Pentail Cir, Tampa, FL, 33625",1690551
p1658695,TPA00427,6445,16322 Laurel Garden Ct,"16322 Laurel Garden Ct, Spring Hill, FL, 34610",1690552
p1658696,TPA00428,6446,7221 Arbor View Ln,"7221 Arbor View Ln, New Port Richey, FL, 34653",1690553
p1658697,TPA00429,6447,5542 Redhawk Dr,"5542 Redhawk Dr, New Port Richey, FL, 34655",1690554
p1658698,TPA00430,6448,1603 1st St SE,"1603 1st St SE, Ruskin, FL, 33570",1690555
p1658699,TPA00431,6449,6885 Glenbrook Dr,"6885 Glenbrook Dr, Lakeland, FL, 33811",1690556
p1658700,TPA00432,6450,3139 Munson St,"3139 Munson St, New Port Richey, FL, 34655",1690557
p1658701,TPA00433,6451,4117 Tyndale Dr,"4117 Tyndale Dr, Brandon, FL, 33511",1690558
p1658702,TPA00434,6452,1402 Walden Oaks Pl,"1402 Walden Oaks Pl, Plant City, FL, 33563",1690559
p1658703,TPA00435,6453,5326 El Cerro Dr,"5326 El Cerro Dr, New Port Richey, FL, 34655",1690560
p1658704,TPA00436,6454,13722 Fareham Rd,"13722 Fareham Rd, Odessa, FL, 33556",1690561
p1658705,TPA00437,6455,12497 Harper St,"12497 Harper St, Spring Hill, FL, 34609",1690562
p1658706,TPA00438,6456,10274 Dunkirk Rd,"10274 Dunkirk Rd, Spring Hill, FL, 34608",1690563
p1658707,TPA00439,6457,3601 Reynolds St,"3601 Reynolds St, Plant City, FL, 33563",1690564
p1658708,TPA00440,6458,11556 Norvell Rd,"11556 Norvell Rd, Spring Hill, FL, 34608",1690565
p1658709,TPA00441,6459,6052 Sand Key Ln,"6052 Sand Key Ln, Wesley Chapel, FL, 33545",1690566
p1658710,TPA00442,6460,5121 Teather St,"5121 Teather St, Spring Hill, FL, 34608",1690567
p1658711,TPA00443,6461,7935 S 24th Ave,"7935 S 24th Ave, Tampa, FL, 33619",1690568
p1658712,TPA00444,6462,7836 Stonebrook Cir,"7836 Stonebrook Cir, Wesley Chapel, FL, 33545",1690569
p1658713,TPA00445,6463,2903 Bear Oak Dr,"2903 Bear Oak Dr, Valrico, FL, 33594",1690570
p1658714,TPA00446,6464,13163 Crest Lake Dr,"13163 Crest Lake Dr, Hudson, FL, 34669",1690571
p1658715,TPA00447,6465,16051 Grass Lake Dr,"16051 Grass Lake Dr, Tampa, FL, 33618",1690572
p1658716,TPA00448,6466,10628 Sweet Sapling St,"10628 Sweet Sapling St, Riverview, FL, 33578",1690573
p1658717,TPA00449,6467,209 Woodknoll Pl,"209 Woodknoll Pl, Valrico, FL, 33594",1690574
p1658718,TPA00450,6468,30530 Double Dr,"30530 Double Dr, Wesley Chapel, FL, 33545",1690575
p1658719,TPA00451,6469,10625 Sweet Sapling St,"10625 Sweet Sapling St, Riverview, FL, 33578",1690576
p1658720,TPA00452,6470,10622 Sweet Sapling St,"10622 Sweet Sapling St, Riverview, FL, 33578",1690577
p1658721,TPA00453,6471,10618 Sweet Sapling St,"10618 Sweet Sapling St, Riverview, FL, 33578",1690578
p1658722,TPA00454,6472,10616 Sweet Sapling St,"10616 Sweet Sapling St, Riverview, FL, 33578",1690579
p1658723,TPA00455,6473,10614 Sweet Sapling St,"10614 Sweet Sapling St, Riverview, FL, 33578",1690580
p1658724,TPA00456,6474,10610 Sweet Sapling St,"10610 Sweet Sapling St, Riverview, FL, 33578",1690581
p1658725,TPA00457,6475,10623 Sweet Sapling St,"10623 Sweet Sapling St, Riverview, FL, 33578",1690582
p1658726,TPA00458,6476,10638 Sweet Sapling St,"10638 Sweet Sapling St, Riverview, FL, 33578",1690583
p1658727,TPA00459,6477,10635 Sweet Sapling St,"10635 Sweet Sapling St, Riverview, FL, 33578",1690584
p1658728,TPA00460,6478,10617 Sweet Sapling St,"10617 Sweet Sapling St, Riverview, FL, 33578",1690585
